Date,Open,High,Low,Close,AdjClose,Volume,MMO,MMH,MML,MMC,MMV,PPR,PPC,PPO,Fut
27/08/2019,186.110001,186.419998,183.710007,184.429993,180.847672,28012800,186.4959992,187.2859986,184.9480014,186.1119964,25889620,0.0147,0.2657,0.8856,0.0036
28/08/2019,183.830002,185.399994,182.910004,185.089996,181.494843,21792400,186.7619994,187.7,185.5859988,186.8919982,24605480,0.0135,0.8755,0.3695,0.0153
29/08/2019,187.389999,188.460007,186.679993,187.919998,184.269882,25358900,188.0779998,189.0860016,187.0719972,188.2299988,27033520,0.0095,0.6966,0.3989,-0.0024
30/08/2019,188.929993,188.970001,186.410004,187.470001,183.828629,26319800,189.0200012,189.8279998,187.9699982,188.9639984,25859300,0.0137,0.4141,0.9844,-0.0097
03/09/2019,186.220001,187.179993,185.029999,185.649994,182.043961,27964200,189.672003,190.4880004,188.7319976,189.7079986,25476860,0.0116,0.2884,0.5535,0.0144
04/09/2019,187.440002,188.490005,186.899994,188.330002,184.671921,21592100,190.4600036,191.2000028,189.5079986,190.7059996,24632960,0.0084,0.8994,0.3396,0.0183
05/09/2019,190.410004,192.330002,190.339996,191.779999,188.054871,33932600,191.1720032,192.0080016,190.2399994,191.5259978,25327260,0.0104,0.7236,0.0352,-0.0010
06/09/2019,192.100006,192.169998,191.169998,191.589996,187.868591,19487800,191.8120026,192.4840026,190.7660004,191.8159972,24278720,0.0052,0.4200,0.9300,-0.0021
09/09/2019,192.190002,192.270004,190.220001,191.190002,187.476364,24407600,191.9820008,192.7300018,190.9899994,192.0059966,25915120,0.0107,0.4732,0.9610,-0.0029
10/09/2019,190.160004,190.740005,188.910004,190.639999,186.937042,23744700,191.804001,192.6920014,191.1679994,192.1039948,25097400,0.0096,0.9454,0.6831,0.0094
11/09/2019,191,192.529999,190.559998,192.429993,188.692276,25063600,192.1119996,193.0640016,191.6439972,192.4959962,24539140,0.0102,0.9492,0.2234,0.0042
12/09/2019,193.610001,194.710007,192.970001,193.229996,189.476746,28689900,192.351999,193.078003,191.5539978,192.5139984,25482680,0.0090,0.1494,0.3678,-0.0036
13/09/2019,192.949997,193.399994,192.289993,192.539993,188.80014,27669800,192.201999,192.9440002,191.4539978,192.4359984,24952580,0.0058,0.2252,0.5946,-0.0045
16/09/2019,191.300003,192.080002,191.110001,191.679993,187.956848,20319000,192.2339998,192.926001,191.028,192.0880004,25235840,0.0051,0.5876,0.1959,0.0048
17/09/2019,191.699997,192.600006,191.289993,192.600006,188.858994,20953400,192.0459994,192.724002,190.75,191.8520018,25669220,0.0068,1.0000,0.3130,-0.0004
18/09/2019,192.199997,192.600006,190.110001,192.520004,188.780518,29781300,191.979999,192.5619994,189.9220002,190.9260008,29642680,0.0129,0.9679,0.8394,0.0017
19/09/2019,192.860001,194.039993,192.470001,192.839996,189.09433,26039400,191.0959994,192.1579986,189.1420014,190.4380004,30627400,0.0081,0.2357,0.2484,-0.0106
20/09/2019,193.110001,193.309998,190.160004,190.800003,187.093948,29086100,190.4899996,191.35,188.2440004,189.7460022,30784720,0.0165,0.2032,0.9365,-0.0016
23/09/2019,190.360001,191.070007,189.720001,190.5,187.176468,22485900,189.8139986,190.6540008,187.3619996,188.9920014,33122200,0.0071,0.5778,0.4741,-0.0133
24/09/2019,191.369995,191.789993,187.149994,187.970001,184.690598,40820700,189.299997,190.2619996,186.8979982,188.654001,33886560,0.0247,0.1767,0.9095,0.0112
25/09/2019,187.779999,190.580002,186.210007,190.080002,186.763794,34704900,188.925998,190.0220002,186.8600008,188.5140016,32195940,0.0230,0.8856,0.3593,-0.0037
26/09/2019,189.830002,190,187.979996,189.380005,186.076004,26826000,188.5699982,189.1119996,186.2220002,187.3080018,34963820,0.0107,0.6931,0.9158,-0.0124
27/09/2019,189.729996,189.830002,185.75,187.029999,183.767014,40773500,187.4099976,188.354001,184.9900024,186.6460022,37477120,0.0218,0.3137,0.9755,0.0095
30/09/2019,187.789993,189.110001,187.399994,188.809998,185.515945,26307700,186.8799988,188.204001,185.2160034,187.002002,35699940,0.0091,0.8246,0.2281,-0.0082
01/10/2019,189.5,190.589996,186.960007,187.270004,184.002823,32367600,186.976001,188.3300018,185.3180054,186.8880034,34681600,0.0194,0.0854,0.6997,-0.0172
02/10/2019,186,186.029999,183.020004,184.050003,180.839005,48544300,186.4880006,187.7840028,184.9800048,186.5180022,34683940,0.0164,0.3422,0.9900,0.0110
03/10/2019,184.029999,186.210007,181.820007,186.070007,182.823746,39392500,186.6860016,188.1940034,185.6620026,187.1540008,29004560,0.0236,0.9681,0.5034,0.0147
04/10/2019,187.080002,189.080002,186.880005,188.809998,185.515945,31887600,187.3360016,188.8380006,186.7220002,187.675998,26161600,0.0117,0.8773,0.0909,-0.0030
07/10/2019,188.270004,189.740005,187.910004,188.240005,184.955933,21216000,188.0860016,189.5480012,187.4899994,188.1359986,27979420,0.0097,0.1803,0.1967,-0.0150
08/10/2019,187.059998,187.860001,185.270004,185.419998,182.185089,32379300,188.6,189.9399996,188.0379974,188.7059968,26731220,0.0140,0.0579,0.6911,0.0098
09/10/2019,186.990005,188.080002,186.429993,187.229996,183.963547,20147400,189.523999,191.1619996,189.2959962,190.325998,24902200,0.0088,0.4848,0.3394,0.0077
10/10/2019,187.279999,189.429993,187.119995,188.679993,185.388199,25177700,190.6979982,192.251999,190.4959962,191.4879974,24964140,0.0122,0.6753,0.0693,0.0129
11/10/2019,190.830002,192.630005,190.720001,191.110001,187.775818,40976700,192.0819978,193.2660004,191.6339968,192.4619994,23737640,0.0100,0.2042,0.0576,-0.0001
14/10/2019,190.839996,191.699997,190.649994,191.089996,187.75618,14975000,192.5559968,193.473999,191.631998,192.5779996,21082460,0.0055,0.4190,0.1810,0.0127
15/10/2019,191.679993,193.970001,191.559998,193.520004,190.143799,23234200,192.929999,193.8380004,191.929999,193.0380002,21247700,0.0125,0.8133,0.0498,-0.0025
16/10/2019,192.860001,193.529999,192.429993,193.039993,189.672134,20457100,193.4239992,193.9279998,191.975998,192.7040006,21079320,0.0057,0.5545,0.3909,0.0026
17/10/2019,194.199997,194.5,192.809998,193.550003,190.173279,19045200,193.1440004,193.673999,191.7199982,192.5400022,19953580,0.0087,0.4379,0.8225,-0.0096
18/10/2019,193.199997,193.669998,190.710007,191.690002,188.345718,27700800,193.0220002,193.6160004,191.7059996,192.6480008,19944240,0.0154,0.3311,0.8412,0.0089
21/10/2019,192.710007,193.520004,192.139999,193.389999,190.016037,15801200,193,194.0300018,192.1739988,193.4380002,18705500,0.0071,0.9058,0.4130,-0.0080
22/10/2019,194.149994,194.419998,191.789993,191.850006,188.50293,22392300,193.7679992,194.8920014,193.0559996,194.2740018,19309000,0.0137,0.0228,0.8973,0.0019
23/10/2019,191.460007,192.259995,191.149994,192.220001,188.86647,14828400,194.3860014,195.5160004,193.9,195.1119992,18544480,0.0058,0.9640,0.2793,0.0097
24/10/2019,193.589996,194.210007,192.740005,194.089996,190.703842,18998500,195.3779996,196.5280028,194.7279998,196.066,19931660,0.0076,0.9184,0.5782,0.0080
25/10/2019,193.089996,195.740005,193.050003,195.639999,192.226776,21507100,196.172,197.2160002,195.3679992,196.6640012,21492320,0.0137,0.9628,0.0149,0.0099
28/10/2019,196.550003,197.830002,196.550003,197.570007,194.123154,18818700,197.1399994,197.8440002,196.2839996,197.3100004,21617280,0.0065,0.7969,-,-0.0077
29/10/2019,197.240005,197.539993,196.009995,196.039993,192.619812,18569700,197.8679992,198.3839996,196.747998,197.8160002,21656720,0.0078,0.0196,0.8039,0.0048
30/10/2019,196.419998,197.320007,195.289993,196.990005,193.553238,21764300,198.4899994,198.9860016,197.4559996,198.650003,20952560,0.0103,0.8374,0.5566,0.0005
31/10/2019,197.559998,197.649994,195.940002,197.080002,193.641678,26801800,199.201999,199.5220002,198.1559996,199.204001,20544800,0.0087,0.6667,0.9474,0.0091
01/11/2019,197.929993,198.880005,197.630005,198.869995,195.400436,22131900,199.8419984,200.3360016,198.9380004,199.8739992,18750920,0.0063,0.9920,0.2400,0.0062
04/11/2019,200.190002,200.529999,198.869995,200.100006,196.608978,19015900,200.2700012,200.8100006,199.319998,200.3459994,17376300,0.0083,0.7410,0.7952,0.0005
05/11/2019,200.350006,200.550003,199.550003,200.210007,196.717056,15048900,200.2740022,200.9119994,199.5339994,200.5179996,15602640,0.0050,0.6600,0.8000,-0.0022
06/11/2019,199.979996,200,198.789993,199.759995,196.274918,19725500,200.430002,201.2440002,199.7880002,200.7839968,15548520,0.0061,0.8016,0.9835,0.0034
07/11/2019,200.759995,201.720001,199.850006,200.429993,196.933243,17832400,200.602002,201.6,200.172003,201.149997,14758340,0.0093,0.3102,0.4866,0.0040
08/11/2019,200.070007,201.25,199.539993,201.229996,197.719269,15258800,200.6160034,201.5679994,200.246002,201.349997,14580940,0.0085,0.9883,0.3099,-0.0013
11/11/2019,200.210007,201.039993,199.940002,200.960007,197.453964,10147600,201.1320008,201.9000002,200.7380034,201.6859986,15214760,0.0055,0.9273,0.2455,0.0029
12/11/2019,201.130005,202.210007,200.820007,201.539993,198.023865,14778300,201.6079986,202.3700014,201.1040038,202.1079986,16858420,0.0069,0.5180,0.2230,0.0002
13/11/2019,200.839996,201.779999,200.710007,201.589996,198.072998,15774600,202.1499968,202.6959992,201.4580016,202.473999,17287420,0.0053,0.8224,0.1215,-0.0008
14/11/2019,200.830002,201.559998,200.220001,201.429993,197.915756,16945400,202.5499968,203.0299988,201.4399992,202.5859986,21458300,0.0067,0.9030,0.4552,0.0073
15/11/2019,202.649994,202.910004,202,202.910004,199.369965,18427900,202.769995,203.1320006,201.6100004,202.6399994,21645940,0.0045,1.0000,0.7143,0.0008
18/11/2019,202.589996,203.389999,201.770004,203.070007,199.527161,18365900,202.6799956,203.0140012,201.3580014,202.423999,21398280,0.0080,0.8025,0.5062,0.0015
19/11/2019,203.839996,203.839996,202.589996,203.369995,199.821945,16923300,202.7019958,203.1880004,201.5380002,202.6539978,21275660,0.0061,0.6240,1.0000,-0.0060
20/11/2019,202.839996,203.449997,200.619995,202.149994,198.623215,36629000,202.8039978,203.3940002,201.8300016,202.901999,20847120,0.0140,0.5406,0.7845,-0.0022
21/11/2019,201.929993,202.070007,201.070007,201.699997,198.181076,17883600,203.2639984,203.9140014,202.6840024,203.6799988,16913940,0.0050,0.6300,0.8600,0.0006
22/11/2019,202.199997,202.320007,200.740005,201.830002,198.308823,17189600,203.9820006,204.6660004,203.470001,204.3600006,15308140,0.0078,0.6899,0.9240,0.0118
25/11/2019,202.699997,204.259995,202.669998,204.220001,200.657104,17752800,204.5640014,205.2379976,203.6779998,204.5940002,17471620,0.0078,0.9748,0.0189,0.0019
26/11/2019,204.350006,204.869995,204.050003,204.610001,201.040298,14780600,204.0660034,204.6839996,202.9899994,204.0320008,20141880,0.0040,0.6829,0.3659,0.0070
27/11/2019,205.139999,206.050003,204.889999,206.039993,202.445358,16963100,203.6840026,204.2920014,202.6079986,203.5959992,20245780,0.0056,0.9914,0.2155,-0.0046
29/11/2019,205.520004,205.830002,205,205.100006,201.521774,9854600,203.2860016,203.7119996,201.997998,202.954001,19845620,0.0040,0.1205,0.6265,-0.0102
02/12/2019,205.110001,205.179993,201.779999,203,199.458374,28007000,203.0440004,203.575998,201.8279968,202.9339998,21185760,0.0167,0.3588,0.9794,-0.0078
03/12/2019,200.210007,201.490005,199.229996,201.410004,197.896149,31104100,202.9480012,203.6579986,202.2679962,203.1480012,18381180,0.0112,0.9646,0.4336,0.0051
04/12/2019,202.440002,202.910004,202.139999,202.429993,198.898331,15300100,203.7399994,204.3359986,203.1099974,203.6459992,16520320,0.0038,0.3766,0.3896,0.0020
05/12/2019,203.149994,203.149994,201.839996,202.830002,199.291336,14962300,204.1239992,204.7919982,203.4899962,204.1559998,17216460,0.0065,0.7557,1.0000,0.0107
06/12/2019,204.309998,205.149994,204.149994,205,201.423523,16555300,204.4480012,205.6260008,204.019998,204.8919984,20746400,0.0049,0.8500,0.1600,-0.0045
09/12/2019,204.630005,205.589996,203.979996,204.070007,200.509735,13984100,204.8660004,206.1780028,204.3820006,205.3299988,23939220,0.0079,0.0559,0.4037,-0.0008
10/12/2019,204.169998,204.880005,203.440002,203.899994,200.342682,21799800,205.65,206.9660034,205.2820006,206.3699982,25401720,0.0071,0.3194,0.5069,0.0053
11/12/2019,204.360001,205.190002,204.039993,204.979996,201.403824,18780800,206.723999,207.9320038,206.4019988,207.4679992,24240980,0.0056,0.8174,0.2783,0.0075
12/12/2019,204.770004,207.320007,204.490005,206.509995,202.907166,32612000,207.7660002,208.9200044,207.4600006,208.3820006,23573480,0.0137,0.7138,0.0989,0.0033
13/12/2019,206.399994,207.910004,205.960007,207.190002,203.575317,32519400,208.7399992,209.6420016,208.4859986,209.2520018,20624260,0.0094,0.6308,0.2256,0.0100
16/12/2019,208.550003,209.529999,208.479996,209.270004,205.619003,21296600,209.8320006,210.5640016,209.547998,210.1560028,19654900,0.0050,0.7524,0.0667,0.0006
17/12/2019,209.539993,209.710007,209.039993,209.389999,205.736923,15996100,210.522,211.0880006,210.1779998,210.6640016,20150520,0.0032,0.5224,0.7463,0.0008
18/12/2019,209.570007,210.130005,209.330002,209.550003,205.894135,15443300,211.0140014,211.5639984,210.6580016,211.1700014,18369100,0.0038,0.2750,0.3000,0.0063
19/12/2019,209.639999,210.929993,209.619995,210.860001,207.181244,17865900,211.551999,212.299997,211.2380004,212.0179994,18693940,0.0062,0.9466,0.0153,0.0040
20/12/2019,211.860001,212.520004,211.270004,211.710007,208.016434,27672600,212.5319978,213.025998,211.922,212.5679994,18747580,0.0059,0.3520,0.4720,0.0005
23/12/2019,212,212.149994,211.630005,211.809998,208.565887,23774700,212.8599976,213.2479982,211.9,212.6679994,17576160,0.0025,0.3461,0.7115,0.0005
24/12/2019,212,212.089996,211.440002,211.919998,208.67424,7089000,212.7659974,213.3699984,211.8139984,212.828,16455400,0.0031,0.7385,0.8615,0.0088
26/12/2019,212.259995,213.809998,212.229996,213.789993,210.515533,17067500,213.2459962,214.184,212.3219972,213.6760012,21231480,0.0074,0.9873,0.0190,-0.0008
27/12/2019,214.539993,214.559998,213.039993,213.610001,210.338303,18134100,213.4539978,214.5160006,212.5319978,213.7540012,23321760,0.0071,0.3750,0.9868,-0.0066
30/12/2019,213.5,213.630005,211.160004,212.210007,208.959763,21815500,213.0459992,214.7220002,212.3720002,214.1440006,24026000,0.0116,0.4251,0.9474,0.0019
31/12/2019,211.529999,212.759995,211.199997,212.610001,209.353622,18170900,213.473999,215.223999,213.1100006,214.807999,24090760,0.0073,0.9038,0.2115,0.0167
02/01/2020,214.399994,216.160004,213.979996,216.160004,212.849274,30969400,214.2679992,216.2999998,213.902002,215.7159976,25736040,0.0101,1.0000,0.1927,-0.0092
03/01/2020,213.300003,215.470001,213.279999,214.179993,210.899567,27518900,215.1760008,216.9499998,214.6480042,216.2819978,24251560,0.0102,0.4110,0.0091,0.0064
06/01/2020,212.5,215.589996,212.240005,215.559998,212.258469,21655300,216.4860014,217.8299986,215.600003,217.1319978,23127480,0.0155,0.9910,0.0776,-0.0001
07/01/2020,215.639999,216.139999,214.850006,215.529999,212.228897,22139300,217.8520018,218.9079986,216.9480012,218.2099976,23347800,0.0060,0.5271,0.6124,0.0075
08/01/2020,215.5,218.139999,215.160004,217.149994,213.824081,26397300,218.8920012,219.9220002,217.926001,219.1199982,23803560,0.0137,0.6678,0.1141,0.0085
09/01/2020,218.940002,219.410004,217.710007,218.990005,215.635956,23547000,219.8320006,220.5339998,218.7839996,219.723999,23672520,0.0078,0.7529,0.7235,-0.0026
10/01/2020,219.850006,219.869995,218.039993,218.429993,215.084488,21898500,220.298001,221.1160004,219.4019988,220.3819978,22724120,0.0084,0.2131,0.9891,0.0115
13/01/2020,219.330002,220.979996,218.979996,220.949997,217.565918,22756900,220.9839996,221.854001,220.2179992,221.3720002,23209460,0.0091,0.9850,0.1750,-0.0039
14/01/2020,220.839996,221.210007,219.740005,220.080002,216.709213,24418100,221.6699982,222.426001,220.9540008,221.8380006,22887340,0.0067,0.2313,0.7483,0.0004
15/01/2020,220.199997,221.199997,219.449997,220.169998,216.797821,25742100,222.3839998,223.2139984,221.723999,222.5959992,22151000,0.0079,0.4114,0.4286,0.0096
16/01/2020,221.270004,222.320007,220.800003,222.279999,218.875534,18805000,223.0920014,223.9119994,222.373999,223.4799988,22301800,0.0068,0.9737,0.3092,0.0049
17/01/2020,223.279999,223.559998,222.119995,223.380005,219.958679,24325200,223.9660004,224.623999,222.547998,223.5639984,26028100,0.0064,0.8750,0.8056,-0.0004
21/01/2020,222.759995,223.839996,222.660004,223.279999,219.860229,21146300,222.8440002,223.7679992,221.5599976,222.5079986,29615940,0.0053,0.5254,0.0847,0.0026
22/01/2020,224.410004,225.149994,223.589996,223.869995,220.441162,20736400,222.220001,223.3920014,220.8399964,222.1419982,30733060,0.0070,0.1795,0.5256,0.0032
23/01/2020,223.740005,224.690002,222.699997,224.589996,221.150146,26496100,221.8739988,222.9480012,220.2879976,221.7299988,32370680,0.0089,0.9497,0.5226,-0.0084
24/01/2020,225.639999,225.880005,221.669998,222.699997,219.289108,37436500,221.2019988,222.5500002,219.6859986,221.3320008,34985080,0.0189,0.2447,0.9430,-0.0207
27/01/2020,217.669998,219.279999,217.179993,218.100006,214.759567,42264400,220.7799988,222.0859988,219.0099976,220.6060028,37900940,0.0096,0.4381,0.2333,0.0154
28/01/2020,219.639999,221.960007,219.059998,221.449997,218.058243,26731900,221.273999,222.8079988,219.572,221.4620026,34529780,0.0131,0.8241,0.2000,0.0016
29/01/2020,222.679993,222.929993,220.830002,221.809998,218.41272,28924500,222.4299988,223.9879976,220.6899992,222.6660034,35321640,0.0095,0.4667,0.8810,0.0036
30/01/2020,220.380005,222.699997,219.690002,222.600006,219.190628,39568100,223.9360016,225.451999,221.894,223.948004,37243700,0.0135,0.9668,0.2292,-0.0159
31/01/2020,223.529999,223.559998,218.289993,219.070007,215.714722,52015800,225.6179992,226.9619996,223.5519988,225.4660032,33823500,0.0241,0.1480,0.9943,0.0151
03/02/2020,220.139999,222.889999,219.990005,222.380005,218.973999,25408600,226.7440002,228.3380004,225.6019988,227.4920012,28597320,0.0130,0.8241,0.0517,0.0229
04/02/2020,225.419998,227.860001,224.649994,227.470001,223.986053,30691200,228.4040008,230.1559998,227.2799988,229.4100004,27811380,0.0141,0.8785,0.2399,0.0033
05/02/2020,230.210007,230.25,226.850006,228.220001,224.724564,38534800,229.9700012,231.3880004,228.6299988,230.3179992,27712740,0.0149,0.4029,0.9882,0.0086
06/02/2020,228.789993,230.25,227.979996,230.190002,226.664383,22467100,230.6040008,232.2140014,229.8199982,231.5279998,24900040,0.0099,0.9736,0.3568,-0.0043
07/02/2020,229.160004,230.440002,228.539993,229.199997,225.689545,25884900,231.374002,233.15,230.6959992,232.2839996,24961260,0.0083,0.3474,0.3263,0.0121
10/02/2020,228.440002,231.979996,228.380005,231.970001,228.417099,21478900,232.4100004,234.0339998,231.6980012,233.372,24471980,0.0155,0.9972,0.0167,0.0002
11/02/2020,233.25,234.020004,231.399994,232.009995,228.456512,30198000,233.422,234.6720002,232.6720002,233.923999,25055100,0.0113,0.2328,0.7061,0.0097
12/02/2020,233.380005,234.380005,232.800003,234.270004,230.6819,24471300,233.998001,235.3619996,233.5620026,234.9179992,23461600,0.0067,0.9304,0.3671,-0.0013
13/02/2020,232.639999,234.929993,232.360001,233.970001,230.386475,22773200,234.6140014,235.875998,233.378003,235.0199982,27088140,0.0110,0.6265,0.1089,0.0029
14/02/2020,234.339996,234.860001,233.550003,234.639999,231.046219,23438500,234.8080018,235.6919984,232.7700042,234.2799988,35736940,0.0056,0.8321,0.6030,0.0004
18/02/2020,233.5,235.169998,233.25,234.729996,231.134827,24394500,232.2760012,233.5699982,230.1120026,231.6299988,47953760,0.0082,0.7708,0.1302,0.0096
19/02/2020,236.130005,237.470001,235.850006,236.979996,233.350388,22230500,230.2260012,231.3339996,226.4100036,227.7579986,62623460,0.0068,0.6975,0.1728,-0.0093
20/02/2020,236.460007,236.949997,231.880005,234.779999,231.184052,42604000,226.3420016,227.8959992,222.2200012,223.6579986,74084900,0.0216,0.5720,0.9034,-0.0192
21/02/2020,233.610001,234.009995,229.320007,230.270004,226.743149,66017200,221.229999,223.7899994,216.9440002,217.8299986,89928620,0.0204,0.2026,0.9147,-0.0386
24/02/2020,221.679993,224.25,220.259995,221.389999,217.999176,84522600,214.2359986,218.422,210.7139984,212.9359984,106359920,0.0180,0.2832,0.3559,-0.0272
25/02/2020,223.25,223.990005,214.740005,215.369995,212.07135,97743000,211.676001,216.8860014,207.8499998,211.9419982,112042180,0.0429,0.0681,0.9200,0.0052
26/02/2020,216.710007,220.279999,214.899994,216.479996,213.164352,79537700,210.4480012,216.0100006,206.4259978,210.7639984,118884280,0.0249,0.2937,0.3364,-0.0501
27/02/2020,210.899994,216.419998,205.5,205.639999,202.490387,121822600,209.7700012,215.6200012,205.719998,211.1119994,117593980,0.0531,0.0128,0.4945,0.0008
28/02/2020,198.639999,207.169998,198.169998,205.800003,202.647934,148173700,210.1280028,215.6080018,206.6399992,212.3019988,108970560,0.0437,0.8478,0.0522,0.0516
02/03/2020,208.880005,216.570007,205.940002,216.419998,213.10527,112933900,211.3340026,216.004001,207.5880004,212.745999,97301500,0.0491,0.9859,0.2766,-0.0321
03/03/2020,217.110001,219.610001,207.619995,209.479996,206.271591,131953500,208.2540008,212.9220004,204.8220002,208.1760008,97999520,0.0572,0.1551,0.7915,0.0417
04/03/2020,213.320007,218.330002,211.369995,218.220001,214.877716,73086200,205.0540008,209.8600008,202.0339998,207.1020018,91728660,0.0319,0.9842,0.2802,-0.0304
05/03/2020,212.690002,216.360001,210.100006,211.589996,208.349258,78705500,202.2600006,206.3440004,198.306,202.5020018,94945180,0.0296,0.2380,0.4137,-0.0169
06/03/2020,204.669998,209.149994,202.910004,208.020004,204.833939,89828400,196.1399994,201.228,191.6739992,195.648004,106768220,0.0300,0.8189,0.2821,-0.0695
09/03/2020,193.479996,201.160004,192.110001,193.570007,190.60527,116424000,192.6200012,198.2940004,186.7179994,192.5120024,115778940,0.0468,0.1613,0.1514,0.0545
10/03/2020,201.110001,204.300003,193.679993,204.110001,200.983826,100599200,188.7540008,194.9979982,182.128,187.6580016,110905020,0.0520,0.9821,0.6996,-0.0436
11/03/2020,199.350006,200.75,192.729996,195.220001,192.22998,89168800,183.6260008,191.0159974,177.3480012,183.2640012,115036600,0.0411,0.3105,0.8254,-0.0917
12/03/2020,182.089996,190.779999,176.940002,177.320007,174.604156,137820700,178.0779998,186.7099976,172.1620026,179.5400022,120034100,0.0781,0.0275,0.3721,0.0847
13/03/2020,187.070007,194.479996,178.130005,192.339996,189.394104,134882000,176.798001,185.2519988,171.1000032,179.6080016,116649260,0.0850,0.8691,0.5468,-0.1198
16/03/2020,174.149994,184.679993,169.160004,169.300003,166.706985,92054400,175.7320006,182.9299986,169.4940034,175.2800018,113469640,0.0917,0.0090,0.3215,0.0758
17/03/2020,175.470001,184.389999,169.779999,182.139999,179.350342,121257100,175.0860014,180.8360014,168.6480012,175.5120026,119986720,0.0802,0.8460,0.3895,-0.0304
18/03/2020,171.610001,179.220001,166.800003,176.600006,173.895172,114156300,175.974002,180.724002,170.2820008,175.8160036,114711660,0.0703,0.7891,0.3873,0.0060
19/03/2020,175.690002,183.490005,171.630005,177.660004,174.93895,120896500,178.5360014,182.7820008,172.9179994,176.956003,109631380,0.0668,0.5084,0.3423,-0.0392
20/03/2020,181.740005,182.869995,170.100006,170.699997,168.085556,118983900,180.172,184.628,175.3139986,179.804001,101429600,0.0748,0.0470,0.9115,-0.0014
23/03/2020,170.919998,174.210007,164.929993,170.460007,168.206924,124639800,181.2099976,186.156,178.2259982,182.7240022,89401820,0.0544,0.5959,0.6455,0.0774
24/03/2020,179.910004,183.830002,177.949997,183.660004,181.232422,94881800,184.4379976,189.8119996,182.5079988,187.0399994,74345240,0.0320,0.9711,0.3333,-0.0074
25/03/2020,184.419998,189.509995,179.979996,182.300003,179.890411,88754900,186.799997,192.0959992,184.7579988,188.3879974,67900740,0.0523,0.2434,0.4659,0.0527
26/03/2020,183.869995,192.720001,183.610001,191.899994,189.363525,79887600,186.8699982,191.726001,184.9339998,188.3899964,60892840,0.0475,0.9100,0.0285,-0.0344
27/03/2020,186.929993,190.509995,184.660004,185.300003,182.850769,58845000,186.3440002,191.202002,184.4059998,187.2119966,56208380,0.0316,0.1094,0.3880,0.0364
30/03/2020,187.059998,192.490005,186.339996,192.039993,189.501663,49356900,186.0680022,190.5140044,183.7319976,186.825995,53936900,0.0320,0.9268,0.1171,-0.0085
31/03/2020,191.720001,195.25,189.199997,190.399994,187.883331,62659300,186.7520018,191.5460022,184.3019988,187.7139956,57018220,0.0318,0.1983,0.4165,-0.0425
01/04/2020,184.770004,187.660004,180.860001,182.309998,179.900284,53715400,188.8820006,193.028003,185.6619994,188.9139956,58467260,0.0373,0.2132,0.5750,0.0203
02/04/2020,181.240005,190.100006,180.970001,186.009995,183.551376,56465300,191.5579986,195.7300018,188.7239988,192.5659974,56912260,0.0491,0.5520,0.0296,-0.0142
03/04/2020,185.550003,187.070007,181.289993,183.369995,180.946243,47487600,195.7799988,198.3540008,192.3359984,195.5359986,59269720,0.0315,0.3599,0.7370,0.0715
06/04/2020,190.479996,197.649994,189.190002,196.479996,193.882996,64763500,198.6699982,201.623999,195.8279998,199.4679994,58342980,0.0431,0.8617,0.1525,-0.0004
07/04/2020,202.369995,202.660004,196,196.399994,193.804047,69904500,202.0199982,204.5940002,199.273999,202.5440004,58182200,0.0339,0.0601,0.9565,0.0212
08/04/2020,198.149994,201.169998,196.169998,200.570007,197.918945,45940400,203.2419984,206.4279998,201.497998,205.1500002,53608500,0.0249,0.8800,0.3960,0.0014
09/04/2020,202.350006,203.220001,199.029999,200.860001,198.205063,68252600,205.95,209.0679992,204.2019988,207.6859988,57351900,0.0209,0.4368,0.7924,0.0108
13/04/2020,200,203.419998,198.75,203.029999,200.346405,42853900,208.7139984,211.725998,206.8119994,210.5719972,56274020,0.0230,0.9165,0.2677,0.0435
14/04/2020,207.229996,212.5,206.419998,211.860001,209.059692,63959600,211.3859986,214.2179994,209.5760008,212.5139984,55353060,0.0287,0.8947,0.1332,-0.0115
15/04/2020,208.479996,211.830002,207.119995,209.429993,206.661789,47036000,212.0600006,213.9500002,209.0180022,211.119998,57147700,0.0225,0.4904,0.2887,0.0182
16/04/2020,211.690002,214.369995,209.690002,213.25,210.431305,64657400,212.1840026,214.054001,209.2600036,211.4279996,55758320,0.0219,0.7607,0.4274,0.0096
17/04/2020,216.169998,216.509995,212.080002,215.289993,212.444351,62863200,212.2040008,214.0680024,209.3420044,210.8820004,51482540,0.0206,0.7246,0.9233,-0.0118
20/04/2020,213.360001,215.880005,212.570007,212.740005,209.928085,38249100,211.1640014,213.626004,208.826004,210.592001,45756280,0.0156,0.0514,0.2387,-0.0369
21/04/2020,210.600006,211.160004,203.630005,204.889999,202.181839,72932800,211.7300016,213.776004,209.2120026,211.1559996,45396800,0.0368,0.1673,0.9256,0.0297
22/04/2020,209.100006,212.350006,208.330002,210.970001,208.181473,40089100,213.0740018,215.0080046,210.728003,212.4779998,40182800,0.0191,0.6567,0.1915,-0.0021
23/04/2020,211.789993,214.440002,210.100006,210.520004,207.737411,43278500,214.492001,216.5320036,212.0900024,214.0839996,41908260,0.0206,0.0968,0.3894,0.0158
24/04/2020,210.970001,214.300003,209.5,213.839996,211.01355,34231900,216.1240018,217.6520018,213.5400024,215.7619996,41924460,0.0224,0.9042,0.3063,0.0080
